"","bet","odds","datetime","url","bet.subject","time.of.day","numerator.bet","denominator.bet","probability","date","country"
"101","Remain","4/11","2016-04-24T07:01:29Z","https://web.archive.org/web/20160424070129/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,4,11,0.733333333333333,2016-04-24,"United Kingdom"
"102","Leave","5/2","2016-04-24T07:01:29Z","https://web.archive.org/web/20160424070129/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,5,2,0.285714285714286,2016-04-24,"United Kingdom"
"103","Remain","1/3","2016-04-29T22:22:13Z","https://web.archive.org/web/20160429222213/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,1,3,0.75,2016-04-29,"United Kingdom"
"104","Leave","5/2","2016-04-29T22:22:13Z","https://web.archive.org/web/20160429222213/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,5,2,0.285714285714286,2016-04-29,"United Kingdom"
"105","Remain","4/11","2016-05-04T18:23:59Z","https://web.archive.org/web/20160504182359/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,4,11,0.733333333333333,2016-05-04,"United Kingdom"
"106","Leave","23/10","2016-05-04T18:23:59Z","https://web.archive.org/web/20160504182359/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,23,10,0.303030303030303,2016-05-04,"United Kingdom"
"107","Remain","4/11","2016-05-05T01:48:49Z","https://web.archive.org/web/20160505014849/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,4,11,0.733333333333333,2016-05-05,"United Kingdom"
"108","Leave","23/10","2016-05-05T01:48:49Z","https://web.archive.org/web/20160505014849/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,23,10,0.303030303030303,2016-05-05,"United Kingdom"
"109",NA,NA,"2016-05-08T18:58:50Z",NA,"referendum-on-eu-membership-result, eu-referendum",NA,NA,NA,NA,2016-05-08,"United Kingdom"
"110","Remain","4/11","2016-05-09T20:11:23Z","https://web.archive.org/web/20160509201123/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result?","referendum-on-eu-membership-result, eu-referendum",NA,4,11,0.733333333333333,2016-05-09,"United Kingdom"
"111","Leave","13/5","2016-05-09T20:11:23Z","https://web.archive.org/web/20160509201123/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result?","referendum-on-eu-membership-result, eu-referendum",NA,13,5,0.277777777777778,2016-05-09,"United Kingdom"
"112","Remain","4/11","2016-05-09T20:46:41Z","https://web.archive.org/web/20160509204641/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,4,11,0.733333333333333,2016-05-09,"United Kingdom"
"113","Leave","13/5","2016-05-09T20:46:41Z","https://web.archive.org/web/20160509204641/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,13,5,0.277777777777778,2016-05-09,"United Kingdom"
"114","Remain","1/3","2016-05-14T21:00:03Z","https://web.archive.org/web/20160514210003/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,1,3,0.75,2016-05-14,"United Kingdom"
"115","Leave","5/2","2016-05-14T21:00:03Z","https://web.archive.org/web/20160514210003/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,5,2,0.285714285714286,2016-05-14,"United Kingdom"
"116","Remain","6/19","2016-05-16T19:51:45Z","https://arquivo.pt/wayback/20160516195145/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,6,19,0.76,2016-05-16,"United Kingdom"
"117","Leave","11/4","2016-05-16T19:51:45Z","https://arquivo.pt/wayback/20160516195145/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,11,4,0.266666666666667,2016-05-16,"United Kingdom"
"118","Remain","2/7","2016-05-19T00:53:40Z","https://web.archive.org/web/20160519005340/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,2,7,0.777777777777778,2016-05-19,"United Kingdom"
"119","Leave","3/1","2016-05-19T00:53:40Z","https://web.archive.org/web/20160519005340/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,3,1,0.25,2016-05-19,"United Kingdom"
"120","Remain","1/5","2016-05-23T15:02:24Z","https://web.archive.org/web/20160523150224/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,1,5,0.833333333333333,2016-05-23,"United Kingdom"
"121","Leave","4/1","2016-05-23T15:02:24Z","https://web.archive.org/web/20160523150224/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,4,1,0.2,2016-05-23,"United Kingdom"
"122",NA,NA,"2016-05-24T09:52:39Z",NA,"referendum-on-eu-membership-result, eu-referendum",NA,NA,NA,NA,2016-05-24,"United Kingdom"
"123","Remain","2/11","2016-05-25T15:02:25Z","https://web.archive.org/web/20160525150225/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,2,11,0.846153846153846,2016-05-25,"United Kingdom"
"124","Leave","9/2","2016-05-25T15:02:25Z","https://web.archive.org/web/20160525150225/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,9,2,0.181818181818182,2016-05-25,"United Kingdom"
"125","Remain","1/5","2016-05-28T19:05:42Z","https://web.archive.org/web/20160528190542/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,1,5,0.833333333333333,2016-05-28,"United Kingdom"
"126","Leave","4/1","2016-05-28T19:05:42Z","https://web.archive.org/web/20160528190542/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,4,1,0.2,2016-05-28,"United Kingdom"
"127","Remain","3/10","2016-06-01T22:07:29Z","https://web.archive.org/web/20160601220729/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,3,10,0.769230769230769,2016-06-01,"United Kingdom"
"128","Leave","11/4","2016-06-01T22:07:29Z","https://web.archive.org/web/20160601220729/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,11,4,0.266666666666667,2016-06-01,"United Kingdom"
"129","Remain","3/10","2016-06-02T03:13:53Z","https://web.archive.org/web/20160602031353/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,3,10,0.769230769230769,2016-06-02,"United Kingdom"
"130","Leave","11/4","2016-06-02T03:13:53Z","https://web.archive.org/web/20160602031353/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,11,4,0.266666666666667,2016-06-02,"United Kingdom"
"131","Remain","4/11","2016-06-04T07:12:36Z","https://web.archive.org/web/20160604071236/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result?","referendum-on-eu-membership-result, eu-referendum",NA,4,11,0.733333333333333,2016-06-04,"United Kingdom"
"132","Leave","5/2","2016-06-04T07:12:36Z","https://web.archive.org/web/20160604071236/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result?","referendum-on-eu-membership-result, eu-referendum",NA,5,2,0.285714285714286,2016-06-04,"United Kingdom"
"133",NA,NA,"2016-06-05T18:43:10Z",NA,"referendum-on-eu-membership-result, eu-referendum",NA,NA,NA,NA,2016-06-05,"United Kingdom"
"134","Remain","4/11","2016-06-05T19:45:09Z","https://web.archive.org/web/20160605194509/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,4,11,0.733333333333333,2016-06-05,"United Kingdom"
"135","Leave","12/5","2016-06-05T19:45:09Z","https://web.archive.org/web/20160605194509/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,12,5,0.294117647058824,2016-06-05,"United Kingdom"
"136","Remain","1/3","2016-06-09T01:30:31Z","https://web.archive.org/web/20160609013031/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,1,3,0.75,2016-06-09,"United Kingdom"
"137","Leave","11/4","2016-06-09T01:30:31Z","https://web.archive.org/web/20160609013031/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,11,4,0.266666666666667,2016-06-09,"United Kingdom"
"138","Remain","1/3","2016-06-09T05:02:35Z","https://web.archive.org/web/20160609050235/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,1,3,0.75,2016-06-09,"United Kingdom"
"139","Leave","11/4","2016-06-09T05:02:35Z","https://web.archive.org/web/20160609050235/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,11,4,0.266666666666667,2016-06-09,"United Kingdom"
"140","Remain","5/12","2016-06-13T00:44:27Z","https://web.archive.org/web/20160613004427/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,5,12,0.705882352941177,2016-06-13,"United Kingdom"
"141","Leave","2/1","2016-06-13T00:44:27Z","https://web.archive.org/web/20160613004427/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,2,1,0.333333333333333,2016-06-13,"United Kingdom"
"142","Under 55","20/1","2016-06-13T00:44:27Z","https://web.archive.org/web/20160613004427/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,20,1,0.0476190476190476,2016-06-13,"United Kingdom"
"143","6570","5/2","2016-06-13T00:44:27Z","https://web.archive.org/web/20160613004427/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,5,2,0.285714285714286,2016-06-13,"United Kingdom"
"144","5560","12/1","2016-06-13T00:44:27Z","https://web.archive.org/web/20160613004427/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,12,1,0.0769230769230769,2016-06-13,"United Kingdom"
"145","6065","5/1","2016-06-13T00:44:27Z","https://web.archive.org/web/20160613004427/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,5,1,0.166666666666667,2016-06-13,"United Kingdom"
"146","7075","5/2","2016-06-13T00:44:27Z","https://web.archive.org/web/20160613004427/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,5,2,0.285714285714286,2016-06-13,"United Kingdom"
"147","7580","4/1","2016-06-13T00:44:27Z","https://web.archive.org/web/20160613004427/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,4,1,0.2,2016-06-13,"United Kingdom"
"148","Over 80","7/1","2016-06-13T00:44:27Z","https://web.archive.org/web/20160613004427/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,7,1,0.125,2016-06-13,"United Kingdom"
"149","Remain","8/13","2016-06-14T11:09:08Z","https://web.archive.org/web/20160614110908/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,8,13,0.619047619047619,2016-06-14,"United Kingdom"
"150","Leave","6/4","2016-06-14T11:09:08Z","https://web.archive.org/web/20160614110908/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,6,4,0.4,2016-06-14,"United Kingdom"
"151","Remain","8/15","2016-06-16T05:28:11Z","https://web.archive.org/web/20160616052811/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,8,15,0.652173913043478,2016-06-16,"United Kingdom"
"152","Leave","13/8","2016-06-16T05:28:11Z","https://web.archive.org/web/20160616052811/http://www.oddschecker.com/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,13,8,0.380952380952381,2016-06-16,"United Kingdom"
"153","Remain","8/13","2016-06-16T14:54:27Z","https://web.archive.org/web/20160616145427/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,8,13,0.619047619047619,2016-06-16,"United Kingdom"
"154","Leave","13/8","2016-06-16T14:54:27Z","https://web.archive.org/web/20160616145427/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,13,8,0.380952380952381,2016-06-16,"United Kingdom"
"155",NA,NA,"2016-06-18T22:27:04Z",NA,"referendum-on-eu-membership-result, eu-referendum",NA,NA,NA,NA,2016-06-18,"United Kingdom"
"156","Remain","4/11","2016-06-19T10:02:21Z","https://web.archive.org/web/20160619100221/http://www.oddschecker.com:80/politics/british-politics/eu-referendum/referendum-on-eu-membership-result","referendum-on-eu-membership-result, eu-referendum",NA,4,11,0.733333333333333,2016-06-19,"United Kingdom"
